date,dominance_btc,ratio_eth_btc
2018-08-25,55.93,0.04127588
2018-08-26,56.1991,0.04085131
2018-08-27,55.4836,0.04155537
2018-08-28,55.2391,0.04181969
2018-08-29,55.7934,0.0410326
2018-08-30,56.1128,0.04074721
2018-08-31,56.1319,0.04017226
2018-09-01,55.7031,0.04100748
2018-09-02,56.3547,0.04031857
2018-09-03,56.5976,0.03977173
2018-09-04,56.7908,0.03877066
2018-09-05,58.7093,0.03448759
2018-09-06,57.1914,0.03531012
2018-09-07,57.7787,0.03359202
2018-09-08,58.3688,0.03178013
2018-09-09,58.6863,0.03129799
2018-09-10,59.1272,0.0311533
2018-09-11,59.3504,0.02935509
2018-09-12,59.4863,0.02886886
2018-09-13,58.325,0.03275379
2018-09-14,58.6103,0.03259549
2018-09-15,58.1842,0.03415195
2018-09-16,58.0543,0.03386313
2018-09-17,58.7106,0.03144662
2018-09-18,56.6817,0.0330455
2018-09-19,56.81,0.03275168
2018-09-20,52.4714,0.03441539
2018-09-21,49.9208,0.03660112
2018-09-22,50.0034,0.03581793
2018-09-23,48.8893,0.03649794
2018-09-24,51.2224,0.03463826
2018-09-25,50.0961,0.03391644
2018-09-26,50.8592,0.03326983
2018-09-27,50.3215,0.03420787
2018-09-28,50.5342,0.03337427
2018-09-29,49.4709,0.03513191
2018-09-30,49.1862,0.03516033
2018-10-01,49.3046,0.03503881
2018-10-02,50.6435,0.03462132
2018-10-03,50.6982,0.03387534
2018-10-04,50.8715,0.03375481
2018-10-05,50.9766,0.03440062
2018-10-06,51.8529,0.0341456
2018-10-07,51.963,0.03418064
2018-10-08,51.6643,0.03446483
2018-10-09,51.9794,0.03434773
2018-10-10,52.4292,0.0342524
2018-10-11,55.1581,0.0309296
2018-10-12,53.9367,0.03137012
2018-10-13,53.9316,0.03172812
2018-10-14,54.5143,0.03106685
2018-10-15,53.7434,0.03179492
2018-10-16,53.0043,0.0318293
2018-10-17,52.6786,0.03159983
2018-10-18,52.9246,0.03112715
2018-10-19,52.7602,0.0313619
2018-10-20,52.6269,0.0316187
2018-10-21,52.8616,0.03151786
2018-10-22,52.9488,0.03136484
2018-10-23,52.6573,0.03144256
2018-10-24,53.0223,0.03126828
2018-10-25,53.0102,0.03121721
2018-10-26,52.9942,0.03132718
2018-10-27,53.2281,0.03142545
2018-10-28,52.9502,0.03160023
2018-10-29,53.5071,0.03102667
2018-10-30,53.3349,0.03119479
2018-10-31,53.1855,0.03122233
2018-11-01,53.1519,0.03118712
2018-11-02,52.768,0.03148158
2018-11-03,52.8241,0.03132361
2018-11-04,52.2347,0.03270651
2018-11-05,51.512,0.03249685
2018-11-06,49.6794,0.03385885
2018-11-07,50.5067,0.03334678
2018-11-08,51.3354,0.03287829
2018-11-09,50.9985,0.03286849
2018-11-10,50.7225,0.03314357
2018-11-11,50.5078,0.0329993
2018-11-12,50.2853,0.03295376
2018-11-13,50.7777,0.03248593
2018-11-14,50.6619,0.03169457
2018-11-15,49.8058,0.03206355
2018-11-16,50.0129,0.03130035
2018-11-17,49.3228,0.03132575
2018-11-18,48.8691,0.03148077
2018-11-19,47.8554,0.03064091
2018-11-20,48.5134,0.02934541
2018-11-21,48.3058,0.02965164
2018-11-22,48.5514,0.02904142
2018-11-23,49.4019,0.02831412
2018-11-24,49.2786,0.02921667
2018-11-25,49.6434,0.02896692
2018-11-26,49.7316,0.02864
2018-11-27,49.6512,0.02884616
2018-11-28,50.0639,0.02871421
2018-11-29,50.6839,0.02747086
2018-11-30,50.1909,0.02809516
2018-12-01,50.4327,0.0281996
2018-12-02,50.5529,0.02802658
2018-12-03,50.4586,0.02794921
2018-12-04,50.7509,0.02784342
2018-12-05,50.9463,0.02726301
2018-12-06,51.9713,0.02585809
2018-12-07,51.4911,0.02731368
2018-12-08,51.608,0.02658464
2018-12-09,51.892,0.02626623
2018-12-10,52.0189,0.02617143
2018-12-11,51.9971,0.02599265
2018-12-12,52.0666,0.0259579
2018-12-13,51.8725,0.02608011
2018-12-14,52.355,0.02597309
2018-12-15,52.5766,0.02600573
2018-12-16,52.3716,0.02622051
2018-12-17,51.3571,0.02681895
2018-12-18,51.0087,0.02740182
2018-12-19,51.163,0.02703
2018-12-20,51.375,0.02804605
2018-12-21,51.2893,0.0280827
2018-12-22,51.4758,0.02906227
2018-12-23,50.2404,0.03289494
2018-12-24,48.7098,0.03474526
2018-12-25,49.1004,0.0340069
2018-12-26,49.3896,0.034223
2018-12-27,50.7773,0.03182782
2018-12-28,49.7445,0.03484158
2018-12-29,49.4745,0.03664497
2018-12-30,49.6803,0.0361796
2018-12-31,50.0905,0.03547149
2019-01-01,49.7929,0.03654158
2019-01-02,49.1198,0.03961481
2019-01-03,49.6721,0.0388602
2019-01-04,49.5459,0.04008919
2019-01-05,49.5398,0.04062054
2019-01-06,50.0535,0.0385419
2019-01-07,50.0536,0.03757697
2019-01-08,49.9866,0.03733204
2019-01-09,49.8131,0.03736768
2019-01-10,50.73,0.0349871
2019-01-11,50.9508,0.03448262
2019-01-12,50.8629,0.03437339
2019-01-13,51.3095,0.03287282
2019-01-14,50.72,0.03499468
2019-01-15,51.0268,0.03359956
2019-01-16,50.8938,0.03393994
2019-01-17,51.0223,0.03369324
2019-01-18,51.3325,0.03310365
2019-01-19,51.2961,0.03349007
2019-01-20,51.2478,0.03321221
2019-01-21,51.2793,0.03278597
2019-01-22,51.4352,0.03297891
2019-01-23,51.5752,0.03274688
2019-01-24,51.5756,0.03260644
2019-01-25,51.7498,0.03228196
2019-01-26,51.8654,0.03234151
2019-01-27,52.3809,0.03160946
2019-01-28,52.9583,0.03076144
2019-01-29,53.3036,0.03069296
2019-01-30,51.7939,0.03131854
2019-01-31,52.4147,0.03100738
2019-02-01,52.6725,0.03095309
2019-02-02,52.5389,0.0313614
2019-02-03,52.895,0.03106389
2019-02-04,53.1142,0.03108022
2019-02-05,53.2206,0.03097524
2019-02-06,53.6056,0.03070364
2019-02-07,53.4045,0.03075408
2019-02-08,52.9444,0.03252655
2019-02-09,52.9052,0.03261398
2019-02-10,52.8333,0.03393111
2019-02-11,53.2415,0.03334429
2019-02-12,53.0572,0.0336767
2019-02-13,53.0711,0.03374926
2019-02-14,53.1677,0.03360015
2019-02-15,52.9611,0.03376151
2019-02-16,53.1034,0.03397876
2019-02-17,52.6712,0.03665895
2019-02-18,52.6408,0.037354
2019-02-19,52.4438,0.03674488
2019-02-20,52.1423,0.0374381
2019-02-21,52.7466,0.03689405
2019-02-22,52.6504,0.03724724
2019-02-23,52.5143,0.03832718
2019-02-24,53.3145,0.03606193
2019-02-25,52.3033,0.03608692
2019-02-26,52.7672,0.03575333
2019-02-27,53.1392,0.03526804
2019-02-28,52.9058,0.0355277
2019-03-01,52.8069,0.03539165
2019-03-02,53.0384,0.0347007
2019-03-03,53.0159,0.03427623
2019-03-04,53.3424,0.03383314
2019-03-05,52.8952,0.03533936
2019-03-06,52.7651,0.03561328
2019-03-07,52.9615,0.03530735
2019-03-08,53.2545,0.03449684
2019-03-09,53.0548,0.03485534
2019-03-10,52.5795,0.0346385
2019-03-11,52.5249,0.03429255
2019-03-12,52.3075,0.03438691
2019-03-13,52.0843,0.0340434
2019-03-14,52.2869,0.03407282
2019-03-15,52.2089,0.03475293
2019-03-16,52.2025,0.03524713
2019-03-17,52.288,0.03482179
2019-03-18,52.1464,0.03452961
2019-03-19,52.3909,0.03451509
2019-03-20,52.563,0.03440778
2019-03-21,52.8899,0.03384741
2019-03-22,52.7145,0.03411074
2019-03-23,52.7234,0.03427492
2019-03-24,52.9754,0.03410496
2019-03-25,53.0983,0.03405451
2019-03-26,53.1621,0.03398989
2019-03-27,52.8438,0.03457041
2019-03-28,53.0718,0.03424053
2019-03-29,53.1652,0.03481363
2019-03-30,53.1029,0.03472911
2019-03-31,53.1239,0.03450557
2019-04-01,53.0693,0.03414244
2019-04-02,53.8039,0.03374314
2019-04-03,54.6864,0.03230488
2019-04-04,54.9835,0.03214357
2019-04-05,53.7084,0.03296872
2019-04-06,54.1861,0.03279086
2019-04-07,54.0182,0.0336211
2019-04-08,54.4472,0.03421636
2019-04-09,54.7608,0.03386686
2019-04-10,55.0505,0.03341181
2019-04-11,55.7305,0.03277793
2019-04-12,56.0845,0.03244075
2019-04-13,55.9892,0.03234196
2019-04-14,55.9449,0.03258086
2019-04-15,56.3828,0.03183834
2019-04-16,56.5208,0.03201374
2019-04-17,56.2691,0.03183179
2019-04-18,56.0975,0.03287788
2019-04-19,56.3797,0.03282692
2019-04-20,56.6626,0.03259621
2019-04-21,57.1621,0.03209104
2019-04-22,57.372,0.03186697
2019-04-23,58.3992,0.03082807
2019-04-24,59.2313,0.03040201
2019-04-25,59.2517,0.02965195
2019-04-26,59.011,0.0297002
2019-04-27,59.0549,0.03005259
2019-04-28,59.2611,0.02976533
2019-04-29,59.505,0.02962733
2019-04-30,58.669,0.03036835
2019-05-01,59.1715,0.02976814
2019-05-02,59.6594,0.02951749
2019-05-03,60.159,0.02910621
2019-05-04,60.9311,0.0280598
2019-05-05,60.9765,0.02819059
2019-05-06,60.3131,0.03023156
2019-05-07,61.2488,0.02918942
2019-05-08,61.7099,0.0285847
2019-05-09,62.8398,0.02768235
2019-05-10,63.1677,0.02708971
2019-05-11,63.3176,0.02724973
2019-05-12,63.7436,0.02696158
2019-05-13,65.4627,0.02510932
2019-05-14,62.2735,0.02742923
2019-05-15,59.7032,0.03031712
2019-05-16,59.574,0.03350014
2019-05-17,59.6314,0.03306489
2019-05-18,60.1235,0.03226734
2019-05-19,60.3468,0.03187132
2019-05-20,60.7884,0.03162674
2019-05-21,60.6949,0.03216738
2019-05-22,61.2591,0.03189275
2019-05-23,61.6068,0.031129
2019-05-24,61.5276,0.03115514
2019-05-25,61.5149,0.0312455
2019-05-26,61.9357,0.03072709
2019-05-27,61.1258,0.03092015
2019-05-28,60.6928,0.03110673
2019-05-29,60.7341,0.03111642
2019-05-30,61.0201,0.03074297
2019-05-31,60.7405,0.03115556
2019-06-01,61.0563,0.03099312
2019-06-02,60.9145,0.0308733
2019-06-03,60.7806,0.03071644
2019-06-04,60.6621,0.03130182
2019-06-05,60.6162,0.03158764
2019-06-06,59.838,0.03182434
2019-06-07,60.2649,0.03118488
2019-06-08,60.5605,0.03081014
2019-06-09,60.9695,0.03026429
2019-06-10,60.7747,0.03086913
2019-06-11,60.6576,0.03102574
2019-06-12,60.6405,0.0318724
2019-06-13,61.1626,0.0310146
2019-06-14,62.0576,0.03043956
2019-06-15,62.027,0.03039993
2019-06-16,61.8899,0.02991829
2019-06-17,62.2508,0.02930378
2019-06-18,62.4647,0.02914761
2019-06-19,62.6325,0.02896448
2019-06-20,63.3875,0.02850586
2019-06-21,63.6695,0.02924117
2019-06-22,63.8516,0.02882557
2019-06-23,64.3534,0.02839924
2019-06-24,64.6564,0.02815276
2019-06-25,66.1362,0.02696272
2019-06-26,67.991,0.02596774
2019-06-27,67.5854,0.02639247
2019-06-28,68.933,0.02503973
2019-06-29,67.56,0.02666782
2019-06-30,67.3002,0.02689947
2019-07-01,66.3764,0.02780273
2019-07-02,67.2555,0.02698956
2019-07-03,68.8763,0.02527247
2019-07-04,68.5109,0.0253636
2019-07-05,68.2332,0.02617277
2019-07-06,68.3508,0.02563065
2019-07-07,68.0017,0.0267278
2019-07-08,69.2802,0.02543311
2019-07-09,70.1641,0.02451232
2019-07-10,70.9772,0.02384871
2019-07-11,71.2648,0.02368696
2019-07-12,71.1503,0.02335267
2019-07-13,70.9939,0.02367961
2019-07-14,71.2499,0.02239952
2019-07-15,72.2196,0.0211029
2019-07-16,71.3968,0.02101137
2019-07-17,70.7764,0.02180195
2019-07-18,71.4223,0.02127754
2019-07-19,71.3324,0.02098625
2019-07-20,71.1307,0.02123534
2019-07-21,71.0622,0.02131051
2019-07-22,71.2312,0.02103138
2019-07-23,71.0388,0.02152316
2019-07-24,70.3908,0.02214369
2019-07-25,70.6231,0.02219203
2019-07-26,70.1328,0.02230071
2019-07-27,70.3446,0.02187498
2019-07-28,70.3212,0.0221335
2019-07-29,70.3385,0.02218405
2019-07-30,70.2774,0.02190293
2019-07-31,70.8181,0.0216809
2019-08-01,71.6365,0.02089873
2019-08-02,72.0833,0.02067175
2019-08-03,72.3676,0.02052051
2019-08-04,72.5717,0.02027837
2019-08-05,73.5654,0.01970309
2019-08-06,73.6058,0.01976008
2019-08-07,74.4696,0.01888842
2019-08-08,74.7752,0.01847426
2019-08-09,75.5284,0.01769369
2019-08-10,74.598,0.01825277
2019-08-11,74.3553,0.01871518
2019-08-12,74.4796,0.01853124
2019-08-13,73.8815,0.01919542
2019-08-14,74.4162,0.01859285
2019-08-15,74.7467,0.01823619
2019-08-16,75.1205,0.01788992
2019-08-17,74.79,0.0181782
2019-08-18,73.9694,0.01884622
2019-08-19,74.6821,0.01862875
2019-08-20,75.0471,0.01826299
2019-08-21,74.6076,0.01847087
2019-08-22,74.2081,0.01893295
2019-08-23,74.401,0.01868846
2019-08-24,74.1986,0.01883441
2019-08-25,74.4176,0.01844732
2019-08-26,74.7819,0.01819708
2019-08-27,74.5807,0.01837915
2019-08-28,74.9336,0.01780765
2019-08-29,74.8109,0.0177948
2019-08-30,75.0064,0.01757967
2019-08-31,74.8448,0.01792579
2019-09-01,75.1379,0.01753688
2019-09-02,75.7931,0.01720867
2019-09-03,76.1096,0.01687893
2019-09-04,76.4133,0.01651941
2019-09-05,76.5769,0.01649702
2019-09-06,76.5649,0.0163811
2019-09-07,76.0799,0.01698865
2019-09-08,75.7059,0.01744979
2019-09-09,75.7504,0.01755518
2019-09-10,75.4376,0.01780653
2019-09-11,75.7583,0.01755633
2019-09-12,76.136,0.01738347
2019-09-13,75.9704,0.01754541
2019-09-14,75.48,0.01819818
2019-09-15,75.4582,0.01838157
2019-09-16,75.0274,0.01924683
2019-09-17,73.5295,0.02052722
2019-09-18,71.9097,0.02073759
2019-09-19,72.2695,0.02157711
2019-09-20,72.7891,0.02135623
2019-09-21,72.713,0.02157934
2019-09-22,73.4078,0.02100642
2019-09-23,73.6147,0.02076056
2019-09-24,74.2713,0.01955477
2019-09-25,73.3096,0.02016185
2019-09-26,72.7321,0.02055621
2019-09-27,72.6868,0.021264
2019-09-28,72.7565,0.02118987
2019-09-29,72.7035,0.02106183
2019-09-30,72.1123,0.02167361
2019-10-01,72.6648,0.0212441
2019-10-02,72.4246,0.02161205
2019-10-03,72.6103,0.02125756
2019-10-04,72.1622,0.0215786
2019-10-05,72.0677,0.02163998
2019-10-06,71.6654,0.02162487
2019-10-07,71.1398,0.02200353
2019-10-08,71.0977,0.02205936
2019-10-09,71.3018,0.02258916
2019-10-10,71.8281,0.02233295
2019-10-11,71.7661,0.02182212
2019-10-12,71.6549,0.02166329
2019-10-13,71.3307,0.02188748
2019-10-14,70.5026,0.02234752
2019-10-15,70.6873,0.02209157
2019-10-16,70.7099,0.02186392
2019-10-17,70.0157,0.02193502
2019-10-18,70.2125,0.0217519
2019-10-19,70.4094,0.02159069
2019-10-20,70.7959,0.02132871
2019-10-21,70.8362,0.02121355
2019-10-22,70.6427,0.02132984
2019-10-23,70.4313,0.02163084
2019-10-24,70.1783,0.02160135
2019-10-25,71.4412,0.02092748
2019-10-26,72.9798,0.01943
2019-10-27,73.1671,0.01931047
2019-10-28,72.7943,0.01961699
2019-10-29,72.5355,0.02023394
2019-10-30,72.6131,0.01995861
2019-10-31,72.575,0.01992627
2019-11-01,72.6573,0.01981999
2019-11-02,72.6096,0.01967688
2019-11-03,72.6641,0.01975181
2019-11-04,72.4316,0.01975232
2019-11-05,71.7896,0.02027881
2019-11-06,71.6569,0.02047654
2019-11-07,72.2586,0.02027746
2019-11-08,72.0288,0.02093405
2019-11-09,71.8206,0.02099275
2019-11-10,71.9639,0.02090538
2019-11-11,71.5767,0.02116544
2019-11-12,71.8644,0.02122867
2019-11-13,71.7781,0.02144852
2019-11-14,71.8555,0.02137156
2019-11-15,71.9538,0.02126062
2019-11-16,71.8732,0.02150198
2019-11-17,71.8176,0.02161391
2019-11-18,71.907,0.02175862
2019-11-19,71.8853,0.02161378
2019-11-20,72.0198,0.02159457
2019-11-21,71.9106,0.02111435
2019-11-22,72.1032,0.02058065
2019-11-23,71.8633,0.02079597
2019-11-24,72.1395,0.02039016
2019-11-25,72.469,0.02052967
2019-11-26,72.3707,0.02064673
2019-11-27,72.8589,0.02036018
2019-11-28,72.8084,0.0203071
2019-11-29,73.1015,0.01990985
2019-11-30,72.996,0.02011809
2019-12-01,72.6909,0.0204079
2019-12-02,72.8763,0.02036709
2019-12-03,72.9391,0.02018291
2019-12-04,73.0283,0.0201936
2019-12-05,73.1061,0.01999199
2019-12-06,73.2391,0.01973667
2019-12-07,73.1569,0.01963711
2019-12-08,72.9525,0.02003448
2019-12-09,72.9351,0.02007778
2019-12-10,72.8545,0.02014581
2019-12-11,72.9907,0.01987794
2019-12-12,73.0332,0.02012196
2019-12-13,73.0502,0.01995882
2019-12-14,72.9899,0.02005944
2019-12-15,73.0165,0.02001108
2019-12-16,73.6619,0.01923458
2019-12-17,74.8123,0.01838502
2019-12-18,75.1364,0.01824166
2019-12-19,75.4798,0.01789
2019-12-20,75.1544,0.01784711
2019-12-21,75.3566,0.01779998
2019-12-22,75.6104,0.01765655
2019-12-23,75.866,0.0174568
2019-12-24,75.6426,0.01764276
2019-12-25,75.7864,0.01736587
2019-12-26,75.7556,0.01741692
2019-12-27,75.7139,0.01743526
2019-12-28,75.579,0.01752345
2019-12-29,75.2911,0.01821522
2019-12-30,75.2872,0.01816022
2019-12-31,75.3492,0.01792996
2020-01-01,75.262,0.01812447
2020-01-02,75.2142,0.01824299
2020-01-03,75.3449,0.01829051
2020-01-04,75.3871,0.01825512
2020-01-05,75.2275,0.0183761
2020-01-06,74.4106,0.01854141
2020-01-07,75.6818,0.01760662
2020-01-08,75.9263,0.01747863
2020-01-09,75.7444,0.01758619
2020-01-10,75.7138,0.01768667
2020-01-11,75.4344,0.01778461
2020-01-12,75.4571,0.01781447
2020-01-13,75.6069,0.01771873
2020-01-14,74.8755,0.01880462
2020-01-15,74.6995,0.01882253
2020-01-16,74.7962,0.01881624
2020-01-17,74.2295,0.01919031
2020-01-18,74.0351,0.01960926
2020-01-19,74.2293,0.01919938
2020-01-20,74.0718,0.01932867
2020-01-21,74.0534,0.01937627
2020-01-22,74.0407,0.01937409
2020-01-23,74.2594,0.01938191
2020-01-24,74.546,0.01926155
2020-01-25,74.5476,0.01923616
2020-01-26,74.2614,0.01949633
2020-01-27,74.7049,0.01908954
2020-01-28,74.9693,0.0188522
2020-01-29,75.065,0.01875835
2020-01-30,74.5859,0.01937725
2020-01-31,74.6976,0.01925384
2020-02-01,74.4203,0.01956563
2020-02-02,73.7994,0.02017243
2020-02-03,73.5477,0.02040361
2020-02-04,72.9707,0.02055057
2020-02-05,72.6812,0.02130475
2020-02-06,72.4456,0.02185476
2020-02-07,72.2929,0.02274048
2020-02-08,72.4605,0.0225978
2020-02-09,72.5322,0.02250667
2020-02-10,72.5192,0.02270377
2020-02-11,72.4363,0.02313516
2020-02-12,70.7968,0.02573803
2020-02-13,69.9154,0.02617753
2020-02-14,69.2929,0.02748902
2020-02-15,70.0774,0.02673943
2020-02-16,70.8385,0.02623869
2020-02-17,70.4698,0.02753341
2020-02-18,70.447,0.02781329
2020-02-19,70.9349,0.02709395
2020-02-20,71.1707,0.0269015
2020-02-21,70.9138,0.02740826
2020-02-22,71.0221,0.02705495
2020-02-23,70.766,0.02757285
2020-02-24,71.0967,0.02740122
2020-02-25,71.6824,0.02659776
2020-02-26,72.4478,0.02565171
2020-02-27,72.111,0.0257886
2020-02-28,72.03,0.02613239
2020-02-29,72.2894,0.0256467
2020-03-01,72.4325,0.02559464
2020-03-02,72.1886,0.02595883
2020-03-03,72.3305,0.02557742
2020-03-04,72.328,0.0255992
2020-03-05,72.6394,0.02513773
2020-03-06,71.99,0.02671127
2020-03-07,72.0726,0.02675339
2020-03-08,73.2075,0.02500316
2020-03-09,72.7141,0.02534718
2020-03-10,72.5887,0.02539228
2020-03-11,73.1812,0.024465
2020-03-12,73.165,0.02224667
2020-03-13,72.2745,0.02394587
2020-03-14,72.4624,0.02372674
2020-03-15,72.5576,0.02309456
2020-03-16,73.1593,0.0220129
2020-03-17,73.3988,0.02174429
2020-03-18,73.444,0.02182357
2020-03-19,73.5935,0.02214175
2020-03-20,74.4277,0.02130372
2020-03-21,74.245,0.02145649
2020-03-22,74.5328,0.02100005
2020-03-23,74.9201,0.02090367
2020-03-24,75.2169,0.02057765
2020-03-25,75.2815,0.02034322
2020-03-26,74.4718,0.02052099
2020-03-27,74.0249,0.02059557
2020-03-28,73.6017,0.0210256
2020-03-29,73.6757,0.02119928
2020-03-30,74.2766,0.02064693
2020-03-31,74.0584,0.02075562
2020-04-01,74.5057,0.02045048
2020-04-02,74.4878,0.02077979
2020-04-03,74.2415,0.02099071
2020-04-04,74.2873,0.02104031
2020-04-05,74.2049,0.02105383
2020-04-06,73.1382,0.02324002
2020-04-07,73.343,0.02284732
2020-04-08,72.8445,0.02350654
2020-04-09,72.8535,0.02332787
2020-04-10,73.0675,0.02296715
2020-04-11,72.9724,0.02301721
2020-04-12,73.026,0.02302006
2020-04-13,73.0607,0.02290331
2020-04-14,73.1063,0.02312636
2020-04-15,73.0848,0.02308531
2020-04-16,72.8368,0.02426704
2020-04-17,72.7956,0.02432179
2020-04-18,72.2433,0.02590043
2020-04-19,72.5586,0.0253461
2020-04-20,72.6045,0.02495359
2020-04-21,72.4725,0.0249605
2020-04-22,72.281,0.02563035
2020-04-23,72.623,0.02479051
2020-04-24,72.5372,0.02499477
2020-04-25,72.2773,0.02570867
2020-04-26,72.3799,0.02564559
2020-04-27,72.4357,0.02527366
2020-04-28,71.628,0.02541428
2020-04-29,72.7397,0.02458205
2020-04-30,73.5263,0.02391066
2020-05-01,73.3682,0.02402041
2020-05-02,73.2345,0.02385286
2020-05-03,73.4709,0.02361418
2020-05-04,73.633,0.0233014
2020-05-05,74.0263,0.02280082
2020-05-06,74.8008,0.02187765
2020-05-07,75.6013,0.02131241
2020-05-08,75.3302,0.02154439
2020-05-09,74.9883,0.02200767
2020-05-10,75.2332,0.02151942
2020-05-11,75.2945,0.02161579
2020-05-12,75.0924,0.02152808
2020-05-13,75.5326,0.02144568
2020-05-14,76.2453,0.02076597
2020-05-15,75.9761,0.0209204
2020-05-16,75.7818,0.02137409
2020-05-17,76.0084,0.0213862
2020-05-18,75.6234,0.02207787
2020-05-19,75.7292,0.02192086
2020-05-20,75.5238,0.02204827
2020-05-21,75.5129,0.02193427
2020-05-22,75.0734,0.02260073
2020-05-23,75.1905,0.02252981
2020-05-24,74.8936,0.02298104
2020-05-25,74.8904,0.0229305
2020-05-26,75.0096,0.02273428
2020-05-27,75.2382,0.02263024
2020-05-28,75.3416,0.02292773
2020-05-29,75.1867,0.02340703
2020-05-30,74.3291,0.02513211
2020-05-31,74.5462,0.02453312
2020-06-01,74.8331,0.02442118
2020-06-02,74.1491,0.02493387
2020-06-03,73.9876,0.02529841
2020-06-04,74.3004,0.02482817
2020-06-05,74.2508,0.02492384
2020-06-06,74.1969,0.02503133
2020-06-07,74.3482,0.02507131
2020-06-08,74.2686,0.02517757
2020-06-09,74.4713,0.0249837
2020-06-10,74.4782,0.02504993
2020-06-11,74.7156,0.02488878
2020-06-12,74.5838,0.0250802
2020-06-13,74.5225,0.02516457
2020-06-14,74.7053,0.02484624
2020-06-15,74.8671,0.02448771
2020-06-16,74.8934,0.02469899
2020-06-17,74.7606,0.02473229
2020-06-18,74.889,0.02463592
2020-06-19,74.939,0.02463692
2020-06-20,75.0045,0.02446432
2020-06-21,75.0466,0.02451101
2020-06-22,74.9615,0.02511412
2020-06-23,74.8936,0.02527342
2020-06-24,74.8439,0.02526904
2020-06-25,74.9705,0.02513446
2020-06-26,74.8742,0.02507732
2020-06-27,75.372,0.02451626
2020-06-28,75.322,0.02464228
2020-06-29,75.2488,0.02482733
2020-06-30,75.2806,0.02468543
2020-07-01,75.1478,0.02501217
2020-07-02,75.1278,0.02492763
2020-07-03,75.1205,0.02482701
2020-07-04,74.9874,0.02507788
2020-07-05,75.0087,0.02507455
2020-07-06,74.4053,0.0258251
2020-07-07,74.3606,0.02583326
2020-07-08,73.3249,0.0261638
2020-07-09,72.9997,0.02617687
2020-07-10,73.3229,0.02595885
2020-07-11,72.9912,0.02590696
2020-07-12,73.0495,0.02597772
2020-07-13,73.2684,0.02591059
2020-07-14,73.1848,0.02598591
2020-07-15,73.1424,0.02592025
2020-07-16,73.0787,0.02557321
2020-07-17,73.0391,0.02542961
2020-07-18,72.8593,0.02570972
2020-07-19,72.8758,0.02596401
2020-07-20,73.2267,0.02578339
2020-07-21,73.1396,0.02612224
2020-07-22,72.5614,0.02771924
2020-07-23,72.1914,0.0286418
2020-07-24,72.1309,0.02931552
2020-07-25,71.0642,0.0314768
2020-07-26,71.4014,0.03131094
2020-07-27,72.9319,0.02926118
2020-07-28,72.5929,0.02905681
2020-07-29,72.6688,0.02861034
2020-07-30,72.0547,0.03017084
2020-07-31,71.7518,0.03053219
2020-08-01,70.3075,0.03281909
2020-08-02,69.7604,0.03354786
2020-08-03,69.0663,0.03430799
2020-08-04,68.9511,0.03487236
2020-08-05,69.6361,0.03417679
2020-08-06,69.8541,0.03347656
2020-08-07,70.2042,0.03278999
2020-08-08,70.1639,0.03341224
2020-08-09,70.2408,0.033319
2020-08-10,70.2175,0.03331049
2020-08-11,70.2856,0.03327685
2020-08-12,70.3729,0.03345063
2020-08-13,69.4566,0.03608114
2020-08-14,68.9014,0.03720585
2020-08-15,69.1178,0.03645508
2020-08-16,68.8864,0.03638254
2020-08-17,69.2115,0.03514532
2020-08-18,69.3614,0.03530035
2020-08-19,69.8258,0.03466684
2020-08-20,69.6044,0.03507555
2020-08-21,70.2948,0.03360093
2020-08-22,70.0824,0.03388998
2020-08-23,70.1233,0.03359855
2020-08-24,69.7649,0.03472755
2020-08-25,70.1631,0.03377264
2020-08-26,70.2988,0.03367697
2020-08-27,70.5946,0.03379233
2020-08-28,70.339,0.03426819
2020-08-29,69.9752,0.03484261
2020-08-30,69.3556,0.03660119
2020-08-31,69.1618,0.03734182
2020-09-01,68.1737,0.04016161
2020-09-02,68.8095,0.03865376
2020-09-03,69.4079,0.03737687
2020-09-04,69.4771,0.03692421
2020-09-05,71.2137,0.03272107
2020-09-06,70.539,0.03445009
2020-09-07,70.6642,0.0340288
2020-09-08,70.8565,0.03330979
2020-09-09,70.5073,0.03443706
2020-09-10,70.0684,0.03554852
2020-09-11,69.9104,0.03600326
2020-09-12,69.5076,0.03700459
2020-09-13,70.1954,0.03542173
2020-09-14,70.4349,0.03524438
2020-09-15,71.1489,0.03376229
2020-09-16,71.3167,0.03330702
2020-09-17,70.4254,0.03561043
2020-09-18,70.7457,0.03500529
2020-09-19,70.8531,0.03478908
2020-09-20,71.1655,0.03398953
2020-09-21,71.7682,0.03275408
2020-09-22,71.7757,0.03265294
2020-09-23,72.429,0.03132798
2020-09-24,72.0548,0.03251165
2020-09-25,71.4891,0.03292083
2020-09-26,71.5048,0.03301062
2020-09-27,71.4909,0.03310046
2020-09-28,71.4689,0.03313578
2020-09-29,71.4917,0.03317929
2020-09-30,71.3359,0.03341673
2020-10-01,71.4018,0.03322085
2020-10-02,71.7239,0.03271503
2020-10-03,71.6697,0.03284034
2020-10-04,71.2338,0.03303506
2020-10-05,71.3252,0.03278601
2020-10-06,71.5759,0.03209622
2020-10-07,71.5701,0.03198216
2020-10-08,71.6212,0.03215103
2020-10-09,71.3434,0.03307246
2020-10-10,71.5171,0.03284859
2020-10-11,71.4746,0.03288247
2020-10-12,71.371,0.03356923
