date,price_usd,market_cap_usd,mvrv,supply,realized_price_usd,sma_200d,mayer_multiple,ath_usd,drawdown_pct,halving_number,days_since_halving
2015-10-14,0.00204590529996485,204707596.566902741880030774664875,0.97936345,100057219936.0448175,0.002089015370100702,,,0.00215206816813831,-4.933062518428422,1,1050
2015-10-15,0.00192162322155731,192272277.313570553284942149009925,0.91987031,100057219936.0447175,0.002089015376045032,,,0.00215206816813831,-10.708069102678623,1,1051
2015-10-16,0.00191660334209003,191770002.129660483332787990916525,0.91746732,100057219936.0447175,0.002089015379959288,,,0.00215206816813831,-10.941327488337595,1,1052
2015-10-17,0.00196190573083577,198751295.318020987292127030078472,0.93880988,101305221853.5256136,0.0020897795950291552,,,0.00215206816813831,-8.83626458110963,1,1053
2015-10-18,0.00196098263396585,198657780.78482060339496371738006,0.9383682,101305221853.5251836,0.00208977950655814,,,0.00215206816813831,-8.879158058351036,1,1054
2015-10-19,0.00194835330704851,197378364.019598777386956671856436,0.93232483,101305221853.5251836,0.002089779489245728,,,0.00215206816813831,-9.466004102743074,1,1055
2015-10-20,0.00185520065127119,187941513.559832310374072018140484,0.88774947,101305221853.5251836,0.0020897795087066514,,,0.00215206816813831,-13.794521998061587,1,1056
2015-10-21,0.00190308554573349,192792503.416768251379973248918764,0.91066332,101305221853.5251836,0.002089779508999539,,,0.00215206816813831,-11.569457979586566,1,1057
2015-10-22,0.00195820034041788,198375919.919681870832233527722768,0.93703682,101305221853.5251836,0.0020897795034541763,,,0.00215206816813831,-9.008442696689277,1,1058
2015-10-23,0.00197257846843034,199832499.367822496511768068007024,0.94391703,101305221853.5251736,0.002089779509996064,,,0.00215206816813831,-8.340335234977303,1,1059
2015-10-24,0.00193626432589159,196153687.101513891883496329530024,0.92654001,101305221853.5251736,0.0020897795076238426,,,0.00215206816813831,-10.027741938741913,1,1060
2015-10-25,0.00187022666671951,189463727.388398658922162443305936,0.89494355,101305221853.5250736,0.0020897705410799486,,,0.00215206816813831,-13.096309196497845,1,1061
2015-10-26,0.00185058973741255,187474403.90843508775200141231368,0.88554686,101305221853.5250736,0.0020897705372842153,,,0.00215206816813831,-14.008777007587087,1,1062
2015-10-27,0.00194880884160338,197424512.048741615208835656508768,0.9325468,101305221853.5250736,0.0020897705526450577,,,0.00215206816813831,-9.444836810664954,1,1063
2015-10-28,0.00197673043655254,200253115.419570534157206833766944,0.94590789,101305221853.5250736,0.002089770534161143,,,0.00215206816813831,-8.147406024663685,1,1064
2015-10-29,0.00199821310566625,202429421.980140796573520608286,0.9561878,101305221853.5250736,0.002089770551000808,,,0.00215206816813831,-7.149172351968551,1,1065
2015-10-30,0.00211672119452871,214434910.213789549578495174775956,1.01289646,101305221853.5250636,0.0020897705521931726,,,0.00215206816813831,-1.6424653332509243,1,1066
2015-10-31,0.0021465645743146,217458200.42385814133997589140856,1.02717716,101305221853.5250636,0.0020897705458273624,,,0.00215206816813831,-0.25573510659150117,1,1067
2015-11-01,0.002124989951327,215272578.4556931616227385793972,1.01685324,101305221853.5250636,0.002089770546757563,,,0.00215206816813831,-1.2582415934684172,1,1068
2015-11-02,0.00220415866058633,223377963.47862544564986450350164,1.05470855,101343867604.886708,0.0020898272424039136,,,0.00220415866058633,0.0,1,1069
2015-11-03,0.00215764513370881,218664102.76888964000991972117788,1.00003428,101343867604.875548,0.0021575711721690282,,,0.00220415866058633,-2.1102621925205245,1,1070
2015-11-04,0.00201039429173603,203741132.93527021051681387132284,0.93201269,101343867604.863828,0.002157046050237825,,,0.00220415866058633,-8.790853957797967,1,1071
2015-11-05,0.00194476052322442,197089552.98825238656187628020876,0.90167183,101343867604.571278,0.0021568385065599983,,,0.00220415866058633,-11.768578278884299,1,1072
