date,price_usd,market_cap_usd,mvrv,supply,realized_price_usd
2014-01-23,0.001540752607872,53523504.29392890819739057823616,10.30827487,34738545319.00000003,0.0001494675517778466
2014-01-24,0.00188793909497604,66940810.8654573073569353690502396,6.95312177,35457081768.99999999,0.0002715239510289836
2014-01-25,0.00193674865363413,70024211.0272704400559766034636587,3.92822309,36155549092.99999999,0.000493034282743379
2014-01-26,0.00193674865363413,71368411.3315510266471359734636587,3.32673531,36849599041.99999999,0.0005821769612425612
2014-01-27,0.00161774405065511,60774410.8824051990277939694934489,2.4829285,37567383330.99999999,0.0006515467725531002
2014-01-28,0.00165098289165354,63148902.9868874441074539110834646,2.31245923,38249277630.99999999,0.0007139511348935394
2014-01-29,0.00157883500556973,61528893.44864983156858824,2.15366562,38971072488,0.0007330919855468232
2014-01-30,0.00163919961236558,65319527.4803263947468025644349628,2.14670842,39848427847.08919666,0.0007635874518839312
2014-01-31,0.00191973786109596,77662016.18303715516533436,2.42080427,40454490041,0.0007930165544098119
2014-02-01,0.00149632397055897,61598167.74902581212938313,1.87196521,41166330929,0.0007993332154709061
2014-02-02,0.00140906920583811,58981289.0750920879533882679416189,1.74287626,41858333735.99999999,0.0008084734631924528
2014-02-03,0.00129119588539605,54967257.8398358454876132411460395,1.59043374,42570812423.99999999,0.0008118514169575213
2014-02-04,0.00110371657165547,47788269.4588177342386218628503359,1.35937863,43297591687.99999997,0.0008119272638966453
2014-02-05,0.00127397427334897,56117411.5706491152223751245456669,1.54664886,44049093254.55216877,0.000823699746139515
2014-02-06,0.00127516086832846,57088242.509378025744421571552118,1.52720713,44769443548.1006733,0.0008349626211661675
2014-02-07,0.00109581976106534,49866722.1651109401233319157261958,1.31161619,45506317678.22040337,0.0008354728840800142
2014-02-08,0.00111139897354386,51346339.87635846256839882,1.31550403,46199736637,0.0008448464985271539
2014-02-09,0.00127857526151186,59976778.5534559033390666126151186,1.48390035,46909071651.00000001,0.0008616314845615204
2014-02-10,0.00145203013915664,69207839.7761856534295759813915664,1.64774186,47662812162.00000001,0.0008812242830054944
2014-02-11,0.00175365819531153,84800351.2806078792658498719531153,1.8878401,48356259793.00000001,0.0009289230562013859
2014-02-12,0.00176099283059951,86433875.7881936330122537,1.84190111,49082468870,0.0009560734944122542
2014-02-13,0.00149321111489207,74363753.61912086753188963,1.55380015,49801232309,0.0009610059021374595
2014-02-14,0.00156941545193003,78747541.8458136669604400254806997,1.61598033,50176351805.99999999,0.000971184749464141
2014-02-15,0.00150531545044539,76058888.9947092556256576045044539,1.53555678,50526877255.00000001,0.0009803059515945676
2014-02-16,0.00144579790775787,73560455.3703621627064971109224213,1.46415517,50878795006.99999999,0.0009874622153319104
2014-02-17,0.00139524945783682,71468405.2727717853085937854216318,1.33475855,51222671953.99999999,0.0010453197380431239
2014-02-18,0.00135206576786553,69773081.14168656188628084,1.25833914,51604798228,0.0010744843936631662
2014-02-19,0.0012907280834787,67063970.194958842842197319165213,1.180801,51958248257.99999999,0.0010930953509344081
2014-02-20,0.00117909739804667,61678339.68083092292427345,1.07031551,52309792035,0.0011016353468022435
2014-02-21,0.00108778452179066,57296392.40613294249128824,0.98530232,52672557164,0.0011040109210243816
2014-02-22,0.00127161065751418,67446919.11951897667010746,1.14396096,53040542497,0.0011115857113814269
2014-02-23,0.00112975943254572,60324361.31265704181795456,1.01658532,53395758048,0.0011113277069018863
2014-02-24,0.000989275654741549,53167953.778027601679074559,0.89197985,53744326491,0.0011090784783328333
2014-02-25,0.000949379807511342,51366991.79924738190182509777465974,0.86614996,54105839825.99999997,0.0010960917293251875
2014-02-26,0.00122016308652809,66473113.0453815590074822574041573,1.10774863,54478875634.99999997,0.001101480113343124
2014-02-27,0.00115798650757006,63498752.5940207644453734396971976,1.05018192,54835485714.99999996,0.001102653250372145
2014-02-28,0.00103842540236149,57312490.8517859311041297179291553,0.9431392,55191726551.99999997,0.0011010309001698688
2014-03-01,0.00105855749226297,58797823.9108301859453211803094812,0.96929369,55545234283.99999996,0.0010920915953378072
2014-03-02,0.000973492575396943,54422158.88059581322815884573809171,0.88524101,55904030760.99999997,0.00109969213400647
2014-03-03,0.00108387981130163,60987870.1041838318443726156609511,0.98442171,56268111526.99999997,0.0011010320072092172
2014-03-04,0.00104784853126213,59325444.9582771290576644287495148,0.95254243,56616431848.99999996,0.0011000544419445231
2014-03-05,0.00106608128625164,60734286.8344504641304936414124508,0.96934684,56969658521.99999997,0.0010997934302356006
2014-03-06,0.00101168523702691,57986729.6576693167828177805189236,0.92161235,57316967308.99999996,0.001097734027790437
